Age,Gender,Tenure,Usage Frequency,Support Calls,Payment Delay,Subscription Type,Contract Length,Total Spend,Last Interaction,Churn,Usage_per_Tenure,Spend_per_Tenure,Support_per_Tenure,Support_x_Delay,Age_x_Tenure,Inactivity_Score,Age_Group,Customer_Value
33,Male,5,20.0,4.0,12,Standard,Monthly,135.0,30.0,0,3.99999920000016,26.99999460000108,0.799999840000032,48.0,165,0.2206896820451833,Millennials,251.5
64,Male,54,22.0,,28,Basic,Annual,873.0,1.0,1,0.4074073998628259,16.166666367283955,,,3456,0.524137947443519,Boomers,1089.0
29,Female,3,,10.0,18,Standard,Monthly,782.0,13.0,0,,260.6665797778067,3.3333322222225923,180.0,87,0.6689655286563612,Millennials,512.5
46,Male,1,16.0,4.0,10,Premium,Monthly,1000.0,18.0,0,15.999984000016001,999.9990000010001,3.9999960000040002,40.0,46,0.5310344989298449,Gen X,572.0
65,Male,24,18.0,1.0,14,Basic,Annual,940.0,20.0,0,0.7499999687500013,39.166665034722286,0.041666664930555625,14.0,1560,0.4206896751486319,Boomers,763.0
55,Female,9,30.0,4.0,29,Premium,Monthly,50.0,10.0,1,3.3333329629630044,5.555554938271674,0.44444439506173394,116.0,495,0.2482758879904866,Gen X,553.5
53,Male,33,19.0,8.0,30,Basic,Monthly,936.0,,1,0.5757575583103771,28.363635504132258,0.2424242350780535,240.0,1749,0.6344827712247321,Gen X,941.5
20,Male,44,10.0,10.0,4,Premium,Quarterly,590.0,30.0,0,0.22727272210743815,13.40909060433885,0.22727272210743815,40.0,880,0.4344827781212835,Gen Z,748.5
33,Male,30,5.0,8.0,21,Basic,Monthly,394.0,20.0,1,0.16666666111111128,13.13333289555557,0.26666665777777804,168.0,990,0.5310344989298449,Millennials,556.0
26,Female,44,21.0,8.0,28,Basic,Quarterly,354.0,21.0,1,0.47727271642562014,8.04545436260331,0.18181817768595052,224.0,1144,0.234482785017835,Gen Z,732.5
34,Male,30,5.0,0.0,2,Standard,Annual,320.0,2.0,0,0.16666666111111128,10.666666311111122,0.0,0.0,1020,0.8965517277051127,Millennials,460.0
60,Male,4,29.0,3.0,14,Basic,Annual,734.0,25.0,0,7.249998187500453,183.49995412501147,0.7499998125000469,42.0,240,0.0965517552913188,Boomers,554.0
22,Female,50,17.0,4.0,9,Premium,Quarterly,317.0,2.0,0,0.33999999320000013,6.339999873200003,0.07999999840000004,36.0,1100,0.6344827712247321,Gen Z,780.5
28,Male,59,16.0,0.0,25,Basic,Quarterly,920.0,27.0,1,0.2711864360815858,15.593220074691185,0.0,0.0,1652,0.2896551969084415,Millennials,1116.0
41,Male,6,26.0,9.0,30,Standard,Annual,514.0,16.0,0,4.333332611111231,85.66665238889126,1.4999997500000417,270.0,246,0.2137931305588576,Millennials,431.5
45,Female,50,5.0,3.0,8,Standard,Monthly,855.0,22.0,0,0.09999999800000005,17.09999965800001,0.05999999880000003,24.0,2250,0.5655172563614739,Gen X,936.0
43,Male,26,8.0,3.0,30,Basic,Monthly,316.0,14.0,0,0.30769229585798863,12.15384568639055,0.11538461094674572,90.0,1118,0.6896551831153386,Gen X,463.0
26,Female,22,27.0,5.0,23,Basic,Quarterly,203.0,28.0,1,1.2272726714876059,9.227272307851258,0.2272727169421492,115.0,572,0.124137961236622,Gen Z,474.0
32,Female,42,14.0,8.0,7,Premium,Annual,284.0,16.0,1,0.3333333253968256,6.761904600907034,0.1904761859410432,56.0,1344,0.4620689840665868,Millennials,652.0
34,Male,24,10.0,5.0,16,Premium,Quarterly,558.0,1.0,1,0.41666664930555625,23.249999031250038,0.20833332465277812,80.0,816,0.855172418787158,Millennials,595.5
20,Male,57,30.0,7.0,13,Premium,Annual,781.0,21.0,1,0.5263157802400741,13.70175414558326,0.12280701538935061,91.0,1140,0.1655172701545769,Gen Z,1097.0
52,Female,1,5.0,8.0,15,Premium,Monthly,517.0,15.0,1,4.999995000005001,516.999483000517,7.9999920000080005,120.0,52,0.7310344920332933,Gen X,308.5
42,Male,34,26.0,6.0,29,Premium,Quarterly,136.0,8.0,1,0.7647058598615925,3.999999882352945,0.17647058304498286,174.0,1428,0.3724138147443512,Millennials,548.0
25,Female,29,8.0,7.0,2,Premium,Monthly,689.0,25.0,0,0.27586205945303244,23.75861987039242,0.24137930202140337,14.0,725,0.524137947443519,Gen Z,732.0
46,Female,32,5.0,9.0,11,Standard,Monthly,1000.0,23.0,1,0.15624999511718765,31.24999902343753,0.2812499912109378,99.0,1472,0.5862069108204513,Gen X,853.5
25,Female,13,,6.0,19,Premium,Annual,189.0,28.0,0,,14.53846042011843,0.4615384260355057,114.0,325,0.089655203804993,Gen Z,345.0
52,Female,60,4.0,10.0,6,Basic,Quarterly,379.0,7.0,1,0.06666666555555557,6.316666561388891,0.16666666388888896,60.0,3120,0.8896551762187871,Gen X,803.0
42,Female,4,,10.0,24,Standard,Annual,476.0,8.0,1,,118.99997025000744,2.499999375000156,240.0,168,0.6620689771700352,Millennials,313.5
59,Male,39,22.0,,30,Basic,Monthly,558.0,8.0,0,0.5641025496383962,14.307691940828413,,,2301,0.5517241533888223,Boomers,739.0
55,Female,23,21.0,0.0,20,Standard,Monthly,460.0,12.0,0,0.9130434385633287,19.99999913043482,0.0,0.0,1265,0.3862069177170028,Gen X,573.0
49,Male,32,21.0,1.0,12,Premium,Annual,724.0,11.0,0,0.6562499794921882,22.624999292968774,0.031249999023437534,12.0,1568,0.3862069177170029,Gen X,795.5
48,Female,38,9.0,9.0,1,Standard,Quarterly,879.0,15.0,0,0.2368420990304711,23.131578338642676,0.2368420990304711,9.0,1824,0.6206896682520804,Gen X,898.5
54,Male,14,30.0,7.0,4,Premium,Quarterly,272.0,8.0,0,2.1428569897959293,19.428570040816428,0.49999996428571686,28.0,756,0.2758620939357898,Gen X,377.5
51,Male,56,15.0,2.0,20,Standard,Annual,287.0,24.0,0,0.2678571380739797,5.1249999084821445,0.03571428507653063,40.0,2856,0.3931034692033286,Gen X,803.0
43,Female,31,25.0,1.0,20,Premium,Monthly,684.0,8.0,0,0.8064515868886585,22.064515417273697,0.032258063475546335,20.0,1333,0.3724138147443512,Gen X,743.5
19,Female,59,19.0,7.0,29,Premium,Monthly,303.0,1.0,1,0.32203389284688316,5.135593133295032,0.11864406578569381,203.0,1121,0.6068965652794288,Gen Z,873.5
33,Female,19,25.0,5.0,3,Basic,Annual,727.0,9.0,0,1.3157894044321365,38.26315588088653,0.26315788088642733,15.0,627,0.3586207117716996,Millennials,651.0
21,Male,59,14.0,8.0,2,Standard,Annual,181.0,26.0,0,0.23728813157138762,3.06779655817294,0.1355932180407929,16.0,1239,0.4137931236623061,Gen Z,760.5
53,Male,60,3.0,5.0,21,Standard,Monthly,765.0,29.0,1,0.049999999166666684,12.749999787500004,0.08333333194444448,105.0,3180,0.5517241533888222,Gen X,988.0
42,Male,43,12.0,4.0,18,Basic,Annual,246.0,26.0,0,0.27906976095186603,5.720930099513254,0.09302325365062201,72.0,1806,0.4758620870392384,Millennials,617.5
35,Male,8,14.0,0.0,0,Premium,Monthly,858.0,29.0,0,1.7499997812500274,107.24998659375169,0.0,0.0,280,0.2896551969084415,Millennials,618.0
29,Female,21,,8.0,0,Premium,Quarterly,197.0,20.0,0,,9.380951934240384,0.38095236281179223,0.0,609,0.4620689840665868,Millennials,443.5
31,Female,57,29.0,6.0,11,Premium,Monthly,549.0,14.0,1,0.5087719208987382,9.631578778393354,0.10526315604801481,66.0,1767,0.2344827850178349,Millennials,972.5
52,Male,36,25.0,10.0,5,Basic,Quarterly,310.0,23.0,0,0.6944444251543216,8.611110871913587,0.2777777700617286,50.0,1872,0.2551724394768124,Gen X,655.0
55,Male,40,29.0,3.0,5,Standard,Annual,606.0,2.0,0,0.7249999818750005,15.14999962125001,0.07499999812500005,15.0,2200,0.4206896751486318,Gen X,857.5
46,Male,1,4.0,7.0,17,Basic,Monthly,314.0,11.0,1,3.9999960000040002,313.999686000314,6.9999930000070005,119.0,46,0.8137931098692031,Gen X,182.5
49,Female,26,9.0,7.0,27,Basic,Annual,754.0,30.0,0,0.3461538328402372,28.999998884615426,0.26923075887574005,189.0,1274,0.4827586385255642,Gen X,637.0
64,Female,59,5.0,7.0,11,Premium,Monthly,733.0,1.0,0,0.08474576127549557,12.423728602987651,0.11864406578569381,77.0,3776,0.8827586247324613,Boomers,929.0
21,Male,9,20.0,1.0,2,Basic,Monthly,596.0,18.0,0,2.2222219753086696,66.22221486419835,0.11111109876543349,2.0,189,0.379310366230677,Gen Z,455.0
32,Male,23,1.0,1.0,9,Basic,Quarterly,210.0,5.0,0,0.04347825897920613,9.130434385633286,0.04347825897920613,9.0,736,0.8965517277051128,Millennials,354.0
53,Male,12,2.0,1.0,22,Premium,Annual,459.0,25.0,0,0.16666665277777895,38.24999681250027,0.08333332638888948,22.0,636,0.710344837574316,Gen X,346.5
56,Male,49,7.0,5.0,8,Standard,Annual,910.0,12.0,0,0.14285713994169102,18.571428192419834,0.10204081424406503,40.0,2744,0.7310344920332933,Gen X,1040.0
38,Female,48,,9.0,18,Basic,Quarterly,646.0,,1,,13.458333052951396,0.1874999960937501,162.0,1824,0.3724138147443512,Millennials,917.0
33,Male,15,24.0,0.0,0,Premium,Monthly,593.0,30.0,0,1.5999998933333406,39.533330697777956,0.0,0.0,495,0.3034482998810931,Millennials,471.5
25,Male,32,10.0,4.0,26,Standard,Monthly,341.0,23.0,0,0.3124999902343753,10.656249666992199,0.12499999609375013,104.0,800,0.524137947443519,Gen Z,560.0
28,Male,29,14.0,4.0,39,Basic,Quarterly,773.0,12.0,1,0.48275860404280674,26.65517149464926,0.13793102972651622,156.0,812,0.5931034623067772,Millennials,676.5
63,Male,47,19.0,10.0,4,Premium,Monthly,737.0,1.0,0,0.40425531054775937,15.680850730194667,0.21276595291987335,40.0,2961,0.6620689771700352,Boomers,912.0
33,Male,32,11.0,9.0,1,Standard,Monthly,697.0,14.0,0,0.34374998925781286,21.78124931933596,0.2812499912109378,9.0,1056,0.600000013793103,Millennials,713.0
63,Female,15,11.0,7.0,3,Standard,Annual,593.0,30.0,0,0.7333332844444478,39.533330697777956,0.46666663555555765,21.0,945,0.4000000206896544,Boomers,440.0
60,Male,58,3.0,7.0,19,Basic,Quarterly,100.0,25.0,1,0.05172413703923902,1.7241379013079674,0.12068965309155771,133.0,3480,0.5793103593341256,Boomers,698.0
57,Male,20,25.0,10.0,28,Premium,Monthly,441.0,26.0,0,1.249999937500003,22.049998897500053,0.4999999750000012,280.0,1140,0.1655172701545769,Gen X,558.0
59,Male,7,27.0,9.0,18,Basic,Annual,579.0,19.0,0,3.857142306122528,82.71427389796087,1.2857141020408425,162.0,413,0.2827586454221157,Boomers,506.5
32,Male,42,23.0,6.0,2,Premium,Monthly,679.0,3.0,0,0.5476190345804992,16.166666281746043,0.1428571394557824,12.0,1344,0.5103448444708675,Millennials,869.5
54,Female,3,6.0,4.0,20,Basic,Quarterly,135.0,1.0,1,1.9999993333335555,44.999985000005,1.333332888889037,80.0,162,0.8482758673008322,Gen X,116.0
56,Male,45,27.0,0.0,24,Standard,Monthly,290.0,15.0,0,0.599999986666667,6.444444301234571,0.0,0.0,2520,0.2413793365041608,Gen X,791.5
41,Male,10,18.0,9.0,10,Basic,Quarterly,881.0,27.0,0,1.7999998200000182,88.09999119000089,0.8999999100000091,90.0,410,0.3586207117716996,Millennials,644.5
59,Female,57,19.0,9.0,5,Standard,Annual,943.0,10.0,0,0.33333332748538025,16.54385935887966,0.1578947340720222,45.0,3363,0.5655172563614739,Boomers,1112.0
61,Female,4,11.0,3.0,0,Basic,Monthly,,12.0,0,2.749999312500172,,0.7499998125000469,0.0,244,0.5586207048751481,Boomers,275.0
23,Female,7,8.0,2.0,5,Standard,Monthly,365.0,12.0,0,1.14285697959186,52.14284969387862,0.285714244897965,10.0,161,0.6482758741973836,Gen Z,288.5
27,Male,60,21.0,2.0,24,Standard,Annual,588.0,18.0,0,0.3499999941666668,9.79999983666667,0.03333333277777779,48.0,1620,0.3517241602853738,Millennials,980.5
47,Female,59,30.0,4.0,28,Standard,Quarterly,156.0,6.0,1,0.5084745676529735,2.644067751795462,0.06779660902039646,112.0,2773,0.3655172632580254,Gen X,810.0
42,Male,41,30.0,6.0,6,Standard,Quarterly,504.0,28.0,0,0.7317072992266512,12.292682627007741,0.14634145984533026,36.0,1722,0.0482758948870381,Millennials,801.5
52,Male,27,23.0,5.0,0,Standard,Annual,343.0,14.0,0,0.8518518203017844,12.703703233196176,0.18518517832647488,0.0,1404,0.4413793296076093,Gen X,528.5
32,Female,57,,1.0,8,Premium,Monthly,511.0,3.0,0,,8.964912123422595,0.017543859341335802,8.0,1824,0.3931034692033287,Millennials,907.5
41,Female,31,4.0,0.0,29,Premium,Annual,100.0,30.0,0,0.12903225390218534,3.225806347554634,0.0,0.0,1271,0.5172413959571933,Millennials,408.5
39,Female,24,21.0,2.0,29,Basic,Annual,366.0,4.0,1,0.8749999635416682,15.24999936458336,0.08333332986111125,58.0,936,0.5586207048751481,Millennials,478.5
57,Male,28,20.0,1.0,23,Basic,Annual,569.0,29.0,0,0.7142856887755111,20.32142784566329,0.035714284438775556,23.0,1596,0.2896551969084415,Gen X,610.0
39,Female,12,22.0,7.0,19,Basic,Annual,943.0,10.0,1,1.8333331805555684,78.58332678472277,0.5833332847222263,133.0,468,0.4137931236623061,Millennials,723.5
25,Male,20,22.0,10.0,14,Standard,Monthly,619.0,13.0,0,1.0999999450000026,30.949998452500076,0.4999999750000012,140.0,500,0.420689675148632,Gen Z,658.5
20,Male,27,12.0,7.0,0,Standard,Quarterly,1000.0,7.0,0,0.44444442798353967,37.03703566529497,0.2592592496570648,0.0,540,0.6482758741973836,Gen Z,824.0
59,Male,58,17.0,3.0,20,Basic,Quarterly,661.0,15.0,0,0.29310344322235443,11.396551527645665,0.05172413703923902,60.0,3422,0.48965519001189,Boomers,964.5
44,Female,18,21.0,7.0,15,Standard,Monthly,914.0,18.0,0,1.1666666018518554,50.777774956790275,0.3888888672839518,105.0,792,0.4137931236623061,Gen X,733.0
24,Female,28,29.0,4.0,17,Premium,Monthly,733.0,27.0,0,1.035714248724491,26.17857049362248,0.14285713775510223,68.0,672,0.0413793434007123,Gen Z,807.0
25,Male,21,,4.0,17,Premium,Quarterly,601.0,3.0,0,,28.61904625623589,0.19047618140589612,68.0,525,0.8137931098692031,Gen Z,510.5
51,Male,30,16.0,3.0,27,Basic,Monthly,390.0,10.0,0,0.5333333155555561,12.99999956666668,0.09999999666666677,81.0,1530,0.6413793227110579,Gen X,619.0
21,Male,49,28.0,9.0,22,Basic,Quarterly,285.0,1.0,1,0.5714285597667641,5.816326411911706,0.18367346563931702,198.0,1029,0.4206896751486319,Gen Z,780.5
56,Male,42,20.0,8.0,28,Standard,Quarterly,703.0,19.0,1,0.476190464852608,16.73809483956917,0.1904761859410432,224.0,2352,0.379310366230677,Gen X,870.0
57,Female,15,3.0,10.0,12,Standard,Annual,517.0,30.0,1,0.19999998666666757,34.46666436888904,0.6666666222222252,120.0,855,0.5586207048751481,Gen X,467.5
53,Female,25,4.0,9.0,5,Standard,Annual,340.0,1.0,1,0.15999999360000025,13.59999945600002,0.35999998560000057,45.0,1325,0.9724137940546967,Gen X,436.5
38,Female,43,3.0,7.0,12,Standard,Monthly,,17.0,0,0.06976744023796651,,0.16279069388858852,84.0,1634,0.7655172494649225,Millennials,594.5
34,Male,29,29.0,7.0,24,Basic,Quarterly,,27.0,1,0.9999999655172426,,0.24137930202140337,168.0,986,0.0482758948870381,Millennials,490.5
33,Female,46,30.0,9.0,13,Premium,Annual,219.0,23.0,0,0.6521738988657848,4.76086946172023,0.19565216965973545,117.0,1518,0.0827586523186671,Millennials,722.0
56,Male,53,25.0,5.0,30,Premium,Annual,669.0,22.0,1,0.47169810430758297,12.62264127127092,0.0943396208615166,150.0,2968,0.3034482998810931,Gen X,890.0
37,Female,30,22.0,10.0,25,Standard,Monthly,365.0,18.0,1,0.7333333088888897,12.166666261111125,0.33333332222222256,250.0,1110,0.2689655424494641,Millennials,599.5
19,Male,42,19.0,6.0,1,Standard,Annual,575.0,30.0,0,0.4523809416099776,13.69047586451248,0.1428571394557824,6.0,798,0.3103448513674189,Gen Z,820.0
25,Male,7,21.0,1.0,8,Basic,Annual,786.0,,0,2.9999995714286327,112.28569824490025,0.1428571224489825,8.0,175,0.3310345058263964,Gen Z,564.5
37,Male,10,14.0,9.0,12,Basic,Annual,243.0,1.0,0,1.399999860000014,24.299997570000244,0.8999999100000091,108.0,370,0.6965517346016643,Millennials,312.5
51,Female,26,10.0,10.0,2,Standard,Monthly,603.0,14.0,0,0.3846153698224858,23.192306800295892,0.3846153698224858,20.0,1326,0.6896551831153386,Gen X,600.0
56,Female,30,22.0,7.0,24,Premium,Quarterly,991.0,22.0,1,0.7333333088888897,33.03333223222226,0.2333333255555558,168.0,1680,0.2758620939357898,Gen X,889.5
48,Male,38,30.0,6.0,1,Basic,Annual,209.0,3.0,0,0.7894736634349037,5.499999855263162,0.15789473268698073,6.0,1824,0.3862069177170028,Gen X,615.0
48,Female,15,19.0,10.0,15,Standard,Monthly,234.0,16.0,0,1.2666665822222278,15.59999896000007,0.6666666222222252,150.0,720,0.4689655355529126,Gen X,358.5
53,Female,54,25.0,1.0,1,Premium,Monthly,601.0,8.0,0,0.46296295438957497,11.129629423525381,0.018518518175582997,1.0,2862,0.48965519001189,Gen X,933.5
47,Female,36,1.0,2.0,0,Premium,Annual,240.0,9.0,1,0.027777777006172864,6.666666481481487,0.05555555401234573,0.0,1692,0.8758620732461354,Gen X,451.5
26,Female,31,28.0,2.0,15,Premium,Annual,447.0,4.0,0,0.9032257773152975,14.419354373569213,0.06451612695109267,30.0,806,0.48965519001189,Gen Z,656.5
36,Male,6,27.0,1.0,25,Premium,Annual,102.0,26.0,0,4.4999992500001245,16.99999716666714,0.16666663888889352,25.0,216,0.1310345127229478,Millennials,315.5
58,Female,8,23.0,10.0,7,Standard,Monthly,100.0,30.0,1,2.8749996406250453,12.499998437500196,1.2499998437500197,70.0,464,0.1724138216409027,Gen X,277.5
25,Male,45,13.0,10.0,0,Standard,Annual,384.0,3.0,1,0.28888888246913597,8.53333314370371,0.22222221728395075,0.0,1125,0.6275862197384062,Gen Z,807.5
27,Female,38,22.0,6.0,16,Premium,Monthly,398.0,29.0,1,0.578947353185596,10.473683934903056,0.15789473268698073,96.0,1026,0.1793103731272285,Millennials,702.5
57,Male,48,29.0,10.0,13,Basic,Monthly,595.0,11.0,0,0.6041666540798614,12.395833075086811,0.20833332899305565,130.0,2736,0.2620689909631382,Gen X,923.0
60,Female,17,28.0,4.0,12,Premium,Monthly,280.0,23.0,0,1.6470587266436043,16.47058726643604,0.23529410380622917,48.0,1020,0.1448276156955995,Boomers,437.0
31,Female,56,25.0,4.0,3,Premium,Annual,770.0,27.0,0,0.44642856345663284,13.749999754464291,0.07142857015306125,12.0,1736,0.1172414097502962,Millennials,1057.0
22,Male,9,28.0,1.0,17,Standard,Quarterly,807.0,3.0,0,3.1111107654321373,89.66665670370482,0.11111109876543349,17.0,198,0.379310366230677,Gen Z,647.0
59,Female,52,4.0,5.0,22,Premium,Monthly,819.0,17.0,0,0.07692307544378701,15.749999697115392,0.09615384430473377,110.0,3068,0.7379310435196191,Boomers,955.0
23,Male,49,16.0,10.0,19,Basic,Annual,221.0,19.0,1,0.32653060558100805,4.510203989587674,0.20408162848813005,190.0,1127,0.4551724325802609,Gen Z,668.0
61,Male,18,1.0,8.0,8,Basic,Monthly,491.0,24.0,1,0.055555552469135974,27.27777626234576,0.4444444197530878,64.0,1098,0.668965528656361,Boomers,429.5
24,Male,56,9.0,,12,Basic,Quarterly,944.0,18.0,1,0.16071428284438782,16.857142556122454,,,1344,0.6413793227110578,Gen Z,1086.0
46,Male,22,12.0,3.0,5,Basic,Quarterly,788.0,29.0,0,0.5454545206611581,35.818180190082714,0.13636363016528952,15.0,1012,0.4413793296076094,Gen X,697.5
32,Male,30,,0.0,5,Basic,Monthly,744.0,21.0,0,,24.79999917333336,0.0,0.0,960,0.1586207186682511,Millennials,824.5
44,Male,46,25.0,1.0,7,Premium,Quarterly,100.0,6.0,0,0.5434782490548207,2.1739129962192827,0.02173912996219283,7.0,2024,0.455172432580261,Gen X,621.0
47,Male,15,3.0,3.0,26,Standard,Quarterly,213.0,30.0,0,0.19999998666666757,14.199999053333396,0.19999998666666757,78.0,705,0.5034482929845416,Gen X,274.5
30,Female,48,1.0,9.0,2,Basic,Annual,510.0,9.0,0,0.020833332899305567,10.624999778645838,0.1874999960937501,18.0,1440,0.8620689702734838,Millennials,721.5
61,Female,60,9.0,9.0,4,Premium,Annual,257.0,24.0,0,0.14999999750000004,4.2833332619444455,0.14999999750000004,36.0,3660,0.524137947443519,Boomers,761.5
36,Female,30,17.0,8.0,6,Basic,Monthly,308.0,18.0,0,0.5666666477777784,10.266666324444456,0.26666665777777804,48.0,1080,0.4000000206896544,Millennials,569.5
33,Male,51,7.0,9.0,7,Standard,Monthly,765.0,21.0,1,0.1372548992695118,14.99999970588236,0.1764705847750866,63.0,1683,0.5379310504161706,Millennials,919.5
63,Male,33,26.0,1.0,22,Standard,Monthly,519.0,23.0,0,0.7878787640036738,15.72727225068872,0.030303029384756687,22.0,2079,0.1379310642092737,Boomers,754.5
46,Male,21,7.0,7.0,28,Basic,Annual,313.0,7.0,0,0.3333333174603182,14.904761195011371,0.3333333174603182,196.0,966,0.7517241464922708,Gen X,417.5
35,Female,42,29.0,3.0,21,Standard,Annual,756.0,1.0,0,0.6904761740362816,17.99999957142858,0.0714285697278912,63.0,1470,0.4137931236623061,Millennials,931.5
23,Male,11,8.0,3.0,28,Basic,Quarterly,236.0,24.0,0,0.7272726611570308,21.45454350413241,0.2727272479338866,84.0,253,0.5448276019024965,Gen Z,257.0
38,Female,14,24.0,1.0,2,Premium,Quarterly,632.0,20.0,0,1.7142855918367434,45.14285391836758,0.07142856632653098,2.0,532,0.2965517483947673,Millennials,492.5
43,Male,36,26.0,4.0,27,Standard,Quarterly,580.0,8.0,0,0.7222222021604945,16.11111066358026,0.11111110802469146,108.0,1548,0.379310366230677,Gen X,768.5
46,Female,9,29.0,10.0,14,Standard,Annual,100.0,12.0,0,3.222221864197571,11.111109876543347,1.1111109876543348,140.0,414,0.2620689909631383,Gen X,283.5
57,Male,41,11.0,10.0,22,Premium,Monthly,100.0,22.0,1,0.26829267638310544,2.439024330755504,0.24390243307555043,220.0,2337,0.5517241533888223,Gen X,468.5
57,Female,44,,3.0,24,Basic,Monthly,365.0,23.0,0,,8.295454356921493,0.06818181663223144,72.0,2508,0.710344837574316,Gen X,526.5
18,Female,15,3.0,7.0,26,Basic,Monthly,193.0,4.0,1,0.19999998666666757,12.866665808888946,0.46666663555555765,182.0,270,0.8413793158145064,Gen Z,247.0
45,Male,29,1.0,9.0,21,Basic,Annual,816.0,19.0,1,0.034482757431629055,28.137930064209307,0.3103448168846615,189.0,1305,0.6689655286563612,Gen X,711.5
37,Female,49,14.0,10.0,4,Premium,Annual,535.0,4.0,0,0.28571427988338205,10.918367124114956,0.20408162848813005,40.0,1813,0.7586206979785965,Millennials,863.0
54,Female,56,,2.0,21,Premium,Quarterly,923.0,11.0,0,,16.482142562818883,0.03571428507653063,42.0,3024,0.2896551969084415,Gen X,1182.5
58,Female,41,28.0,1.0,29,Basic,Annual,551.0,30.0,0,0.6829268126115412,13.43902406246283,0.024390243307555043,29.0,2378,3.4482757427234396e-08,Gen X,872.5
45,Male,29,,2.0,7,Premium,Quarterly,666.0,28.0,0,,22.96551644946495,0.06896551486325811,14.0,1305,0.6137931167657547,Gen X,663.0
51,Male,60,2.0,1.0,21,Standard,Monthly,518.0,15.0,0,0.03333333277777779,8.633333189444448,0.016666666388888893,21.0,3060,0.7310344920332933,Gen X,878.0
60,Female,37,24.0,8.0,27,Premium,Quarterly,868.0,17.0,1,0.6486486311176046,23.459458825420032,0.21621621037253486,216.0,2220,0.2827586454221157,Boomers,959.0
20,Male,12,5.0,9.0,8,Premium,Monthly,668.0,13.0,1,0.41666663194444736,55.666662027778166,0.7499999375000053,72.0,240,0.6758620801426869,Gen Z,505.0
33,Female,53,26.0,5.0,12,Standard,Monthly,687.0,5.0,0,0.4905660284798863,12.96226390637238,0.0943396208615166,60.0,1749,0.4068965721759803,Millennials,1042.5
48,Female,34,30.0,6.0,3,Basic,Annual,868.0,5.0,0,0.8823529152249143,25.529411013840853,0.17647058304498286,18.0,1632,0.4068965721759803,Gen X,921.5
30,Female,35,5.0,8.0,27,Basic,Monthly,864.0,26.0,1,0.14285713877551032,24.685713580408184,0.22857142204081654,216.0,1050,0.600000013793103,Millennials,869.5
48,Male,15,17.0,8.0,10,Premium,Quarterly,264.0,24.0,0,1.1333332577777828,17.599998826666745,0.5333332977777802,80.0,720,0.2689655424494641,Gen X,386.5
33,Male,1,24.0,,19,Standard,Quarterly,869.0,14.0,0,23.999976000024002,868.999131000869,,,33,0.4068965721759803,Millennials,549.5
22,Male,31,27.0,0.0,5,Standard,Quarterly,841.0,30.0,0,0.8709677138397511,27.12903138293447,0.0,0.0,682,3.4482757427234396e-08,Gen Z,864.0
24,Female,24,7.0,9.0,6,Premium,Annual,363.0,10.0,0,0.2916666545138894,15.124999369791693,0.37499998437500065,54.0,576,0.7724138009512482,Gen Z,425.0
41,Male,41,26.0,3.0,19,Standard,Annual,200.0,7.0,0,0.6341463259964311,4.878048661511008,0.07317072992266513,57.0,1681,0.455172432580261,Millennials,702.5
33,Female,53,30.0,3.0,16,Premium,Quarterly,50.0,9.0,0,0.5660377251690996,0.9433962086151659,0.056603772516909956,48.0,1749,0.3241379543400705,Millennials,983.5
63,Male,6,,5.0,0,Basic,Quarterly,723.0,14.0,0,,120.49997991667001,0.8333331944444675,0.0,378,0.5448276019024965,Boomers,485.0
40,Male,7,11.0,2.0,16,Standard,Annual,782.0,17.0,0,1.5714283469388075,111.71426975510433,0.285714244897965,32.0,280,0.5862069108204513,Millennials,474.0
54,Male,60,26.0,6.0,11,Standard,Monthly,846.0,27.0,0,0.43333332611111125,14.099999765000005,0.09999999833333337,66.0,3240,0.0965517552913188,Gen X,1159.0
57,Male,10,,7.0,5,Basic,Monthly,453.0,21.0,0,,45.299995470000454,0.699999930000007,35.0,570,0.5379310504161707,Gen X,418.0
42,Male,54,1.0,7.0,28,Basic,Annual,631.0,16.0,1,0.018518518175582997,11.685184968792871,0.12962962722908097,196.0,2268,0.7793103524375741,Millennials,823.5
21,Female,53,23.0,10.0,18,Basic,Quarterly,737.0,20.0,1,0.43396225596297633,13.905660114987546,0.1886792417230332,180.0,1113,0.3103448513674189,Gen Z,1002.0
34,Male,42,12.0,5.0,8,Premium,Quarterly,339.0,19.0,0,0.2857142789115648,8.071428379251707,0.119047616213152,40.0,1428,0.5448276019024965,Millennials,641.0
44,Female,49,28.0,2.0,3,Basic,Annual,422.0,7.0,0,0.5714285597667641,8.612244722199089,0.040816325697626006,6.0,2156,0.3103448513674189,Gen X,839.0
53,Male,9,1.0,5.0,4,Basic,Monthly,139.0,1.0,1,0.11111109876543349,15.444442728395254,0.5555554938271674,20.0,477,1.0,Gen X,136.5
27,Female,1,8.0,4.0,29,Basic,Monthly,723.0,22.0,1,7.9999920000080005,722.999277000723,3.9999960000040002,116.0,27,0.5931034623067771,Millennials,399.0
56,Female,34,15.0,7.0,24,Standard,Annual,193.0,29.0,1,0.44117645761245716,5.676470421280282,0.20588234688581333,168.0,1904,0.3103448513674189,Gen X,530.5
33,Female,55,,0.0,12,Basic,Quarterly,803.0,10.0,0,,14.59999973454546,0.0,0.0,1815,0.8413793158145064,Millennials,928.5
